ID,ITEM,RESTAURANT,CATEGORY,DINING PLAN,LOCATION,DISNEY PARK,DESCRIPTION,PRICE,IS_DDP_SNACK
2849,Frozen Starbucks Refreshers™ with Lemonade,Connections Cafe  - All-Day,Beverages,Snack,World Celebration,EPCOT,"Strawberry Açai, Mango Dragonfruit, or Pineapple Passionfruit",$6.45,true
2850,Vanilla Sweet Cream Cold Brew,Connections Cafe  - All-Day,Coffees,Snack,World Celebration,EPCOT,,$5.99,true
2851,Nitro Cold Brew,Connections Cafe  - All-Day,Coffees,Snack,World Celebration,EPCOT,,$5.49,true
2852,Salted Caramel Cream Cold Brew,Connections Cafe  - All-Day,Coffees,Snack,World Celebration,EPCOT,,$5.99,true
2853,Iced Chocolate Almondmilk Shaken Espresso,Connections Cafe  - All-Day,Coffees,Snack,World Celebration,EPCOT,,$6.55,true
2854,Iced Brown Sugar Oatmilk Shaken Espresso,Connections Cafe  - All-Day,Coffees,Snack,World Celebration,EPCOT,,$6.55,true
2855,Caramel Macchiato,Connections Cafe  - All-Day,Coffees,Snack,World Celebration,EPCOT,,$6.25,true
2856,Iced White Chocolate Mocha,Connections Cafe  - All-Day,Coffees,Snack,World Celebration,EPCOT,,$6.45,true
2857,Caffe Mocha,Connections Cafe  - All-Day,Coffees,Snack,World Celebration,EPCOT,,$6.25,true
2858,Caffe Latte,Connections Cafe  - All-Day,Coffees,Snack,World Celebration,EPCOT,,$5.75,true
2859,Freshly Brewed Coffee,Connections Cafe  - All-Day,Coffees,Snack,World Celebration,EPCOT,regular or decaf,$4.85,true
2860,"Chocolate Cream Cold Brew,",Connections Cafe  - All-Day,Coffees,Snack,World Celebration,EPCOT,,$5.79,true
2861,Chicken Strips,Connections Eatery - Lunch/Dinner Updated,Kid's Entrees,,World Celebration,EPCOT,,$8.99,false
2862,Cheeseburger,Connections Eatery - Lunch/Dinner Updated,Kid's Entrees,,World Celebration,EPCOT,,$8.99,false
2863,Cheese Pizza,Connections Eatery - Lunch/Dinner Updated,Kid's Entrees,,World Celebration,EPCOT,,$8.29,false
2864,PB&J Uncrustable,Connections Eatery - Lunch/Dinner Updated,Kid's Entrees,,World Celebration,EPCOT,Served with choice of two (2) Sides and choice of Small Lowfat Milk or Small DASANI® Bottled Water,$7.29,false
2865,"Liege Waffle,",Connections Eatery - Lunch/Dinner Updated,Dessert,,World Celebration,EPCOT,"Brioche Dough with Pearl Sugar, Strawberries, Whipped Cream, Chocolate Sauce",$5.99,false
2866,Chocolate Baumkuchen,Connections Eatery - Lunch/Dinner Updated,Dessert,,World Celebration,EPCOT,with Chocolate Ganache and Whipped Cream,$6.49,false
2867,French Fries,Connections Eatery - Lunch/Dinner Updated,Sides,,World Celebration,EPCOT,,$5.49,false
2868,Cuties Mandarin,Connections Eatery - Lunch/Dinner Updated,Sides,,World Celebration,EPCOT,,$1.99,false
2869,"Black Garlic, Truffle, and Parmesan Fries,",Connections Eatery - Lunch/Dinner Updated,Sides,,World Celebration,EPCOT,French Fries topped with Black Garlic-Truffle Aïoli and Parmesan,$6.99,false
2870,"2026 FESTIVAL OF THE ARTS- BBQ Chicken Pizza,",Connections Eatery - Lunch/Dinner Updated,,,World Celebration,EPCOT,"Two slices of freshly baked pizza topped with smoked chicken, sweet barbecue sauce, cheese blend, peppers, and red onions",,false
2871,"2026 FESTIVAL OF THE ARTS- Nashville Hot Chicken Sandwich,",Connections Eatery - Lunch/Dinner Updated,,,World Celebration,EPCOT,"Spicy hand-breaded chicken, roasted garlic aïoli, and southern slaw on a toasted brioche bun",,false
2872,"2026 FESTIVAL OF THE ARTS- Classic Mojito,",Connections Eatery - Lunch/Dinner Updated,,,World Celebration,EPCOT,with mint foam,,false
2873,"General Tso Chicken Salad ,",Connections Eatery - Lunch/Dinner Updated,Soup/Salad,,World Celebration,EPCOT,"Petite Kale Blend, Broccoli Slaw, Red Bell Pepper, Mandarin Oranges, Edamame, Crispy Wontons, Warm Fried Chicken, General Tso's Dressing",$12.49,false
2874,"Niçoise-style Salad with Seared Tuna,",Connections Eatery - Lunch/Dinner Updated,Soup/Salad,,World Celebration,EPCOT,"Crispy Mixed Greens, Wedged Potatoes, Tomatoes, Olives, Green Beans, White Beans, Dijon Vinaigrette, Tuna",$12.99,false
2875,General Tso Tofu Salad,Connections Eatery - Lunch/Dinner Updated,Soup/Salad,,World Celebration,EPCOT,"Petite Kale Blend, Romaine, Broccoli Slaw, Red Bell Pepper, Mandarin Oranges, Edamame, Crispy Wontons, Warm Fried Tofu, General Tso’s Dressing",$12.49,false
2876,Cheese Pizza,Connections Eatery - Lunch/Dinner Updated,Pizza,,World Celebration,EPCOT,Two slices of Freshly Baked Pizza topped with San Marzano Tomato-Basil Sauce and Cheese Blend,$11.29,false
2877,Pepperoni Pizza,Connections Eatery - Lunch/Dinner Updated,Pizza,,World Celebration,EPCOT,"Pepperoni, San Marzano Tomato and Basil Sauce, Cheese Blend, served with Mediterranean Side Salad",$11.79,false
2878,American Classic Burger,Connections Eatery - Lunch/Dinner Updated,Entrees,,World Celebration,EPCOT,"Gourmet Beef Blend, Lettuce, Pickle, Tomato, Cheddar, Roasted Garlic Spread, Toasted Bun",$14.99,false
2879,"Hand-breaded Chicken Sandwich,",Connections Eatery - Lunch/Dinner Updated,Entrees,,World Celebration,EPCOT,"House-made Pickles, Zesty Sauce, Toasted Brioche Bun",$13.19,false
2880,"Belgian Chocolate Gelato Shake,",Connections Eatery - Lunch/Dinner Updated,Ice Cream,,World Celebration,EPCOT,,$7.99,false
2881,Madagascar Vanilla Milk Shake,Connections Eatery - Lunch/Dinner Updated,Ice Cream,,World Celebration,EPCOT,,$7.99,false
2882,Mango-Coconut Milk Shake,Connections Eatery - Lunch/Dinner Updated,Ice Cream,,World Celebration,EPCOT,Topped with Pomegranate-Molasses Drizzle (Plant-based),$7.99,false
2883,smartwater,Connections Eatery - Lunch/Dinner Updated,Beverages,Snack,World Celebration,EPCOT,,$6.25,true
2884,Bottled Water,Connections Eatery - Lunch/Dinner Updated,Beverages,Snack,World Celebration,EPCOT,,$4.25,true
2885,Assorted Fountain Beverages,Connections Eatery - Lunch/Dinner Updated,Beverages,Snack,World Celebration,EPCOT,,$4.79,true
2886,Lowfat Milk,Connections Eatery - Lunch/Dinner Updated,Beverages,Snack,World Celebration,EPCOT,,$2.59,true
2887,Chocolate Milk,Connections Eatery - Lunch/Dinner Updated,Beverages,Snack,World Celebration,EPCOT,,$2.29,true
2888,Coffee,Connections Eatery - Lunch/Dinner Updated,Beverages,Snack,World Celebration,EPCOT,,$4.79,true
2889,Hot Cocoa,Connections Eatery - Lunch/Dinner Updated,Beverages,Snack,World Celebration,EPCOT,,$4.79,true
2890,Hot Tea,Connections Eatery - Lunch/Dinner Updated,Beverages,Snack,World Celebration,EPCOT,,$4.79,true
2891,"Watermelon-Mint Agua Fresca,",Connections Eatery - Lunch/Dinner Updated,Specialty Beverages (non-alcoholic),,World Celebration,EPCOT,,$6.29,false
2892,Mango Mai Tai,Connections Eatery - Lunch/Dinner Updated,Specialty Cocktails,,World Celebration,EPCOT,"Bacardí Superior Rum, Myers's Original Dark Rum, Orgeat (Almond), Mango, Pineapple, and Lime Juices, and Grenadine",$16.50,false
2893,Cigar City Jai Alai IPA,Connections Eatery - Lunch/Dinner Updated,Beer,,World Celebration,EPCOT,"Tampa, FL
20-oz Draft - This bigger brother to the Pale Ale employs a significant amount of Hops with high bitterness and Citrus and Floral aromas",$12.50,false
2894,Yuengling Traditional Lager,Connections Eatery - Lunch/Dinner Updated,Beer,,World Celebration,EPCOT,"Pottsville, PA
20-oz Draft - Fuller flavored with a higher malt presence than Pale Lagers",$10.50,false
2895,Bud Light Lager,Connections Eatery - Lunch/Dinner Updated,Beer,,World Celebration,EPCOT,"St. Louis, MO
20-oz Draft - Golden colored with flavors that are dry, clean, crisp and refreshing with subtle bitterness",$10,false
2896,Angry Orchard Crisp Apple Hard Cider,Connections Eatery - Lunch/Dinner Updated,Cider,,World Celebration,EPCOT,"Cincinnati, OH
20-oz Draft - Sweet and refreshing, a favorite since Colonial times",$11,false
2897,Wine,Connections Eatery - Lunch/Dinner Updated,Wine,,World Celebration,EPCOT,"chardonnay, pinot noir, cabernet sauvignon",$12-$16,false
2898,SEASONAL- Tart & Tangy,Epcot Entrance Joffrey's Coffee and Tea Company - All-Day,,Snack,World Celebration,EPCOT,"an exotic blend of refreshing iced tea, frozen lemon, and mandarin syrup",,true
2899,"2026 FESTIVAL OF THE ARTS- Pop Art Latte ,",Epcot Entrance Joffrey's Coffee and Tea Company - All-Day,,Snack,World Celebration,EPCOT,Espresso with choice of milk and vanilla syrup topped with lavender whipped cream and SKITTLES POP’d Original Freeze Dried Candy (Non-alcoholic beverage) (Spirited version available with Baileys Original Irish Cream Liqueur),$7.19,true
2900,2026 VALENTINES- Fairytale Love Latte,Epcot Entrance Joffrey's Coffee and Tea Company - All-Day,,,World Celebration,EPCOT,"espresso, your choice of milk, caramel syrup, coconut syrup, and mocha sauce",,false
2901,"Donuts,",Epcot Entrance Joffrey's Coffee and Tea Company - All-Day,Snacks,Snack,World Celebration,EPCOT,,$6.49,true
2902,Muffins,Epcot Entrance Joffrey's Coffee and Tea Company - All-Day,Snacks,Snack,World Celebration,EPCOT,,$6.49,true
2903,Cinnamon Roll,Epcot Entrance Joffrey's Coffee and Tea Company - All-Day,Snacks,Snack,World Celebration,EPCOT,,$6.49,true
2904,Cinnamon Twist,Epcot Entrance Joffrey's Coffee and Tea Company - All-Day,Snacks,Snack,World Celebration,EPCOT,,$5.99,true
2905,Apple Fritter,Epcot Entrance Joffrey's Coffee and Tea Company - All-Day,Snacks,Snack,World Celebration,EPCOT,,$6.49,true
2906,Cookie,Epcot Entrance Joffrey's Coffee and Tea Company - All-Day,Snacks,Snack,World Celebration,EPCOT,,$5.99,true
2907,Peach Iced Tea,Epcot Entrance Joffrey's Coffee and Tea Company - All-Day,Beverages,Snack,World Celebration,EPCOT,,$4.59,true
2908,Frozen Drinks,Epcot Entrance Joffrey's Coffee and Tea Company - All-Day,Beverages,Snack,World Celebration,EPCOT,,$6.09,true
2909,Hot Chocolate,Epcot Entrance Joffrey's Coffee and Tea Company - All-Day,Beverages,Snack,World Celebration,EPCOT,,$4.19,true
2910,Bottled Water,Epcot Entrance Joffrey's Coffee and Tea Company - All-Day,Beverages,Snack,World Celebration,EPCOT,,$4.39,true
2911,Hot Tea,Epcot Entrance Joffrey's Coffee and Tea Company - All-Day,Beverages,Snack,World Celebration,EPCOT,,$3.69,true
2912,Bottled Beverages,Epcot Entrance Joffrey's Coffee and Tea Company - All-Day,Beverages,Snack,World Celebration,EPCOT,"Coke, diet coke, Sprite",$4.99,true
2913,Powerade,Epcot Entrance Joffrey's Coffee and Tea Company - All-Day,Beverages,Snack,World Celebration,EPCOT,,$4.99,true
2914,Mango Iced Tea,Epcot Entrance Joffrey's Coffee and Tea Company - All-Day,Beverages,Snack,World Celebration,EPCOT,,$4.59,true
2915,Mocha Latte,Epcot Entrance Joffrey's Coffee and Tea Company - All-Day,Coffees,Snack,World Celebration,EPCOT,,$6.79,true
2916,Shakin' Jamaican Cold Brew,Epcot Entrance Joffrey's Coffee and Tea Company - All-Day,Coffees,Snack,World Celebration,EPCOT,can add flavor shot of Hazelnut/Irish Cream/Caramel/Vanilla  for additional cost,$6.49,true
2917,Cafe Latte,Epcot Entrance Joffrey's Coffee and Tea Company - All-Day,Coffees,Snack,World Celebration,EPCOT,,$5.99,true
2918,Chai Latte,Epcot Entrance Joffrey's Coffee and Tea Company - All-Day,Coffees,Snack,World Celebration,EPCOT,,$5.39,true
2919,Vanilla Latte,Epcot Entrance Joffrey's Coffee and Tea Company - All-Day,Coffees,Snack,World Celebration,EPCOT,"other available flavors include hazelnut, caramel, mocha or Irish cream",$6.79,true
2920,Double Espresso,Epcot Entrance Joffrey's Coffee and Tea Company - All-Day,Coffees,Snack,World Celebration,EPCOT,,$4.29,true
2921,Organic Café Femenino Coffee,Epcot Entrance Joffrey's Coffee and Tea Company - All-Day,Coffees,Snack,World Celebration,EPCOT,,$3.69,true
2922,Frozen Kona Mocha,Epcot Entrance Joffrey's Coffee and Tea Company - All-Day,Coffees,Snack,World Celebration,EPCOT,,$6.39,true
2923,Nitro Cold Brew,Epcot Entrance Joffrey's Coffee and Tea Company - All-Day,Coffees,Snack,World Celebration,EPCOT,,$5.99,true
2924,"Salted Caramel Mudslide Cold Brew,",Epcot Entrance Joffrey's Coffee and Tea Company - All-Day,Specialty Beverages (non-alcoholic),,World Celebration,EPCOT,"Joffrey's caramel mudslide cold brew, with notes of caramel, chocolate and vanilla, topped with sea salt caramel cold foam",$6.49,false
2925,Iced Pistachio Latte,Epcot Entrance Joffrey's Coffee and Tea Company - All-Day,Specialty Beverages (non-alcoholic),,World Celebration,EPCOT,"espresso, milk and pistachio syrup, topped with whipped cream",$6.09,false
2926,Cheese-stuffed Arepa,Festival Favorites - All-Day,Snacks,Snack,World Celebration,EPCOT,with cilantro-lime crema and cotija,$5.25,true
2927,Cheese-stuffed Arepa,Festival Favorites - All-Day,Snacks,Snack,World Celebration,EPCOT,with chicken and avocado,$6.50,true
2928,Coconut Tres Leches,Festival Favorites - All-Day,Snacks,Snack,World Celebration,EPCOT,"vanilla cake soaked with oat, almond, and coconut milks topped with toasted coconut",$5.00,true
2929,Bottled Water,Festival Favorites - All-Day,Beverages,Snack,World Celebration,EPCOT,,$3.75,true
2930,Coconut-Passion Fruit Smoothie,Festival Favorites - All-Day,Beverages,,World Celebration,EPCOT,,$5.00,false
2931,Passion Fruit Daiquiri,Festival Favorites - All-Day,Specialty Cocktails,,World Celebration,EPCOT,,$14.50,false
2932,Seasonal Beer,Festival Favorites - All-Day,Beer,,World Celebration,EPCOT,,$12.00,false
2933,Ciderboys Melon Mojito Hard Cider,Festival Favorites - All-Day,Cider,,World Celebration,EPCOT,"Stevens Point, WI",$12.00,false
2934,Cabernet Sauvignon,Festival Favorites - All-Day,Wine,,World Celebration,EPCOT,"Goldschmidt Vineyards Imperial Guard, Sonoma CA",$15.00,false
2935,Chardonnay,Festival Favorites - All-Day,Wine,,World Celebration,EPCOT,"Martin Ray Vineyards & Winery, Sonoma Coast CA",$7.00,false
2936,Wine Options,GEO-82 - Lunch/Dinner,Wine,,World Discovery,EPCOT,"Wine Options may include:
Champagne and Sparkling:  
A. Bergère ‘Origine’ Brut NV 
Schramsberg Brut Rosè 

Rosé:  
Arnot-Roberts Rosé 

White:  
Muxagat Douro Branco 
Domaine Siret-Courtaud ‘Quincy’ Sauvignon Blanc 
Massican Hyde Chardonnay 

Red:  
Domaine Chapel ‘Fleurie’ Charbonnières 
Presqu’ile Pinot Noir 
Fisher Vineyards Unity Cabernet Sauvignon

Bottle: $64-$120; Glass",$16-$26,false
2937,Cannellini Hummus,GEO-82 - Lunch/Dinner,Appetizers/Starters,,World Discovery,EPCOT,"Pumpkin seed pistou, heirloom radish, preserved lemon, Fresno peppers, and pappadam (Plant-based) 
Vegetarian",$14.00,false
2938,Chef’s Charcuterie,GEO-82 - Lunch/Dinner,Appetizers/Starters,,World Discovery,EPCOT,"Selection of artisanal cheeses, cured meats, and accompaniments",$29.00,false
2939,Funghi Flatbread,GEO-82 - Lunch/Dinner,Appetizers/Starters,,World Discovery,EPCOT,"Roasted mushrooms, miso-mascarpone, mozzarella, fontina, pickled red onion, and black garlic molasses",$15.00,false
2940,Jumbo Lump Crab Gâteau,GEO-82 - Lunch/Dinner,Appetizers/Starters,,World Discovery,EPCOT,"Smoked cheddar, pickled mustard seed-lemon vinaigrette, and Siberian Supreme Caviar",$25.00,false
2941,Truffled Ahi Tuna,GEO-82 - Lunch/Dinner,Appetizers/Starters,,World Discovery,EPCOT,"Japanese whisky barrel-aged soy-truffle ponzu, citrus, scallion, tobiko, and black sesame seeds",$23.00,false
2942,A Walk Through the Garden,GEO-82 - Lunch/Dinner,Specialty Beverages (non-alcoholic),,World Discovery,EPCOT,"Seedlip Garden 108 Non-Alcoholic Spirit, basil, fennel, lemon, Hella Cocktail Co. Orange Bitters, The Bitter Truth Celery Bitters, and bubbles",$17.00,false
2943,Manhattan in the Morning,GEO-82 - Lunch/Dinner,Specialty Beverages (non-alcoholic),,World Discovery,EPCOT,"Seedlip Spice 94 Non-Alcoholic Spirit, Joffrey’s Coffee Cold Brew, Maple, Verjus Blanc, tart cherry, and Fee Brothers Black Walnut Bitters",$17.00,false
2944,Exclusive Disney Select Bourbon Flight,GEO-82 - Lunch/Dinner,Specialty Cocktails,,World Discovery,EPCOT,"These bourbons have been hand-selected for GEO-82 and are exclusive to Disney. 
Uncle Nearest Single Barrel Premium Whiskey 
Woodford Reserve Single Barrel 
Blanton’s Gold Single Barrel 
Stagg Private Barrel",$55.00,false
2945,Banana Brûlée Highball,GEO-82 - Lunch/Dinner,Specialty Cocktails,,World Discovery,EPCOT,"Toki Suntory Whisky, Lustau ‘Don Nuño’ Oloroso Sherry, banana, coffee, cacao, and bubbles",$26.00,false
2946,Peach Shrub Whisky Smash,GEO-82 - Lunch/Dinner,Specialty Cocktails,,World Discovery,EPCOT,"Toki Suntory Whisky, Lustau Amontillado Sherry, peach and mint shrub, and bubbles",$26.00,false
2947,Electron,GEO-82 - Lunch/Dinner,Specialty Cocktails,,World Discovery,EPCOT,"Siete Misterios Doba-Yej Mezcal, carrot, cinnamon, lime, Hella Cocktail Co. Orange Bitters, and pink peppercorn",$23.00,false
2948,Strawberry-Black Pepper Sour,GEO-82 - Lunch/Dinner,Specialty Cocktails,,World Discovery,EPCOT,"Campari Liqueur, Luxardo Maraschino Liqueur, strawberry, lemon, and black pepper",$25.00,false
2949,High Brow Batanga,GEO-82 - Lunch/Dinner,Specialty Cocktails,,World Discovery,EPCOT,"Tapatio Reposado Tequila, Ramazzotti Amaro, kola nut, lime cordial, salt, and bubbles",$25.00,false
2950,Clarified New York Sour,GEO-82 - Lunch/Dinner,Specialty Cocktails,,World Discovery,EPCOT,"Old Forester 1920 Prohibition Style Bourbon, Lustau Amontillado Sherry, yuzu, lemon, and Red Wine Float",$26.00,false
2951,Brown Butter Old Fashioned,GEO-82 - Lunch/Dinner,Specialty Cocktails,,World Discovery,EPCOT,"Woodford Reserve Double Oaked Kentucky Straight Bourbon, brown butter, maple, and Hella Cocktail Co. Mexican Chocolate Bitters",$28.00,false
2952,Caramelized Leek Martini,GEO-82 - Lunch/Dinner,Specialty Cocktails,,World Discovery,EPCOT,"Fords Gin, Dolin Dry Vermouth de Chambéry, caramelized leek, and pickled onion",$26.00,false
2953,Aged Rum Boulevardier,GEO-82 - Lunch/Dinner,Specialty Cocktails,,World Discovery,EPCOT,"Coconut Cartel Añejo Rum, Campari Liqueur, Carpano Antica Formula Sweet Vermouth, Steeped Strawberry",$25.00,false
2954,Beer Options,GEO-82 - Lunch/Dinner,Beer,,World Discovery,EPCOT,"Selections could include:
Athletic Brewing Co Run Wild Non-Alcoholic IPA 
Miller High Life Lager 
Bell’s Two Hearted IPA 
Lexington Brewing Kentucky Bourbon Barrel Ale 
Modelo Especial Lager 
Yuengling Traditional Lager",$8.5-$11.5,false
2955,Frozen Coca-Cola Slushy,Refreshment Station  - Snacks,Specialty Beverages (non-alcoholic),Snack,World Discovery,EPCOT,,$6.25,true
2956,"Toppings,",Refreshment Station  - Snacks,Specialty Beverages (non-alcoholic),Snack,World Discovery,EPCOT,,$.75,true
2957,Assorted Frozen Beverage,Refreshment Station  - Snacks,Specialty Beverages (non-alcoholic),Snack,World Discovery,EPCOT,,$6.25,true
2958,Gelato Scoop,Space 220 - Children's Lunch/Dinner,Dessert,,World Discovery,EPCOT,"Chocolate or Vanilla, Chocolate Sauce",,false
2959,Sorbet,Space 220 - Children's Lunch/Dinner,Dessert,,World Discovery,EPCOT,Strawberry or Mango,,false
2960,The Milky Meltaway,Space 220 - Children's Lunch/Dinner,Dessert,,World Discovery,EPCOT,"Caramel Hot Chocolate, Vanilla Gelato, Chocolate Dome",,false
2961,Shooting Star Jello,Space 220 - Children's Lunch/Dinner,Dessert,,World Discovery,EPCOT,"Berry Jello, Whipped Cream, Gummies, Rock Candy",,false
2962,Mozzarella Moons,Space 220 - Children's Lunch/Dinner,Appetizers,,World Discovery,EPCOT,"Fried Mozzarella, Marinara",,false
2963,Fruit Cup,Space 220 - Children's Lunch/Dinner,Appetizers,,World Discovery,EPCOT,Assorted Seasonal Fruits,,false
2964,Satellite Caesar,Space 220 - Children's Lunch/Dinner,Appetizers,,World Discovery,EPCOT,"Chopped Romaine, Parmesan, Croutons",,false
2965,Grow Zone Crudités,Space 220 - Children's Lunch/Dinner,Appetizers,,World Discovery,EPCOT,"Seasonal Vegetables, Ranch",,false
2966,Baby Greens,Space 220 - Children's Lunch/Dinner,Appetizers,,World Discovery,EPCOT,"Assorted Greens, Cucumber, Cherry Tomatoes, Honey Mustard",,false
2967,Mini Mission Mac,Space 220 - Children's Lunch/Dinner,Appetizers,,World Discovery,EPCOT,"Elbow Macaroni, American-Cheddar Cream Sauce",,false
2968,Space-ghetti,Space 220 - Children's Lunch/Dinner,Entrees,,World Discovery,EPCOT,"Chicken Meatball, Tomato Sauce",,false
